2022/06/17 18:12:23,734180  |ERROR| CRUD - Query: 1
2022/06/17 18:12:23,734180  |CRITICAL| CRUD - SELECT

2022/06/17 18:12:23,738104  |INFO| CRUD - Warning: 0
2022/06/17 18:12:23,738104  |WARNING| CRUD - Function works
2022/06/17 18:12:23,738104  |ERROR| CRUD - Query: 1
2022/06/17 18:12:23,738104  |CRITICAL| CRUD - UPDATE

2022/06/17 18:12:23,739286  |INFO| CRUD - Warning: 0
2022/06/17 18:12:23,739286  |WARNING| CRUD - Function works
2022/06/17 18:12:23,739286  |ERROR| CRUD - Query: 1
2022/06/17 18:12:23,739286  |CRITICAL| CRUD - SELECT

2022/06/17 18:12:23,741558  |INFO| CRUD - Warning: 0
2022/06/17 18:12:23,741558  |WARNING| CRUD - Function works
2022/06/17 18:12:23,741558  |ERROR| CRUD - Query: 1
2022/06/17 18:12:23,741558  |CRITICAL| CRUD - DELETE

2022/06/17 18:12:23,742357  |INFO| CRUD - Warning: 0
2022/06/17 18:12:23,742357  |WARNING| CRUD - Function works
2022/06/17 18:12:23,742357  |ERROR| CRUD - Query: 1
2022/06/17 18:12:23,742357  |CRITICAL| CRUD - SELECT

