2022/06/14 12:58:59,218415  |INFO| CRUD - Warning: 0
2022/06/14 12:58:59,218415  |WARNING| CRUD - Function works
2022/06/14 12:58:59,218415  |ERROR| CRUD - Query: 1
2022/06/14 12:58:59,218415  |CRITICAL| CRUD - SELECT

2022/06/14 12:58:59,234997  |INFO| CRUD - Warning: 0
2022/06/14 12:58:59,234997  |WARNING| CRUD - Function works
2022/06/14 12:58:59,234997  |ERROR| CRUD - Query: 1
2022/06/14 12:58:59,234997  |CRITICAL| CRUD - INSERT INTO

2022/06/14 12:58:59,236011  |INFO| CRUD - Warning: 0
2022/06/14 12:58:59,236011  |WARNING| CRUD - Function works
2022/06/14 12:58:59,236011  |ERROR| CRUD - Query: 1
2022/06/14 12:58:59,236011  |CRITICAL| CRUD - SELECT

2022/06/14 12:58:59,236663  |INFO| CRUD - Warning: 0
2022/06/14 12:58:59,236663  |WARNING| CRUD - Function works
2022/06/14 12:58:59,236663  |ERROR| CRUD - Query: 1
2022/06/14 12:58:59,236663  |CRITICAL| CRUD - UPDATE

2022/06/14 12:58:59,242760  |INFO| CRUD - Warning: 0
2022/06/14 12:58:59,242760  |WARNING| CRUD - Function works
2022/06/14 12:58:59,242760  |ERROR| CRUD - Query: 1
2022/06/14 12:58:59,242760  |CRITICAL| CRUD - SELECT

2022/06/14 12:58:59,243631  |INFO| CRUD - Warning: 0
2022/06/14 12:58:59,243631  |WARNING| CRUD - Function works
2022/06/14 12:58:59,243631  |ERROR| CRUD - Query: 1
2022/06/14 12:58:59,243631  |CRITICAL| CRUD - DELETE

2022/06/14 12:58:59,244625  |INFO| CRUD - Warning: 0
2022/06/14 12:58:59,244625  |WARNING| CRUD - Function works
2022/06/14 12:58:59,244625  |ERROR| CRUD - Query: 1
2022/06/14 12:58:59,244625  |CRITICAL| CRUD - SELECT

